# (1) MaNGA_name
# (2) nsa_redshift
# (3) nsa_u_absmag
# (4) nsa_z_absmag
# (5) nsa_u_z_absmag
# (6) nsa_mstar
# (7) nsa_inclination
# (8) nsa_petro_th50
# (9) nsa_sersic_ba
# (10) nsa_sersic_n
# (11) nsa_sersic_phi
# (12) nsa_sersic_th50
# (13) name
# (14) D4000
# (15) e_D4000
# (16) D4000_Re_fit
# (17) e_D4000_fit
# (18) slope_D4000
# (19) e_slope_D4000
# (20) D4000_OH_fit
# (21) e_D4000_fit
# (22) slope_D4000_OH
# (23) e_slope_D4000_OH
# (24) Sgas_OH_fit
# (25) e_Sgas_fit
# (26) slope_Sgas_OH
# (27) e_slope_Sgas
manga-10001-12701,0.0392074, -17.7885, -19.5112,1.7227,9.78434007339868,66.4452157776594,5.16633,0.335333,0.741845,68.2584,5.29184,manga-10001-12701,0.431467943349149,1.69896369687259,1.16534006954426,0.00789406765800115,-0.0432587140564515,0.00866160441533929,8.36282956238744,0.104903979705605,0.00960912789365038,0.081838311893738,nan,nan,nan,nan
manga-10001-12702,0.0408108, -17.2297, -19.6569,2.4272,10.0251587309779,53.9270507698623,7.01311,0.508217,1.44272,12.3759,8.34906,manga-10001-12702,0.660383232374946,0.64443678872004,1.27884495558145,0.0130181975195466,-0.150405687922594,0.0142839511896982,nan,nan,nan,nan,nan,nan,nan,nan
manga-10001-12703,0.0462094, -17.9056, -20.5965,2.6909,10.4339977686954,69.0214008151264,6.523,0.205749,2.18084,51.2808,8.09139,manga-10001-12703,0.43410588869963,1.18348836230516,1.30881133093292,0.00586251164380786,-0.167759794829965,0.00643252109544775,8.42488639505359,0.0543255909538116,0.0525433906658504,0.0439765609240216,nan,nan,nan,nan
manga-10001-12704,0.0141215, -16.5917, -19.4321,2.8404,9.92960031474558,80.2527661688273,16.0734,0.15,0.869326,81.2193,18.2816,manga-10001-12704,0.898690977022528,0.869480763510571,1.37383347900361,0.016311174092165,0.00786243865789017,0.0178971024390533,8.50932010082976,0.0397521117634762,0.0114082654719604,0.0262474528332076,8.52624090287965,0.0147170089474025,-0.00519154925495804,0.0170150202398245
manga-10001-12705,0.0462349, -18.6451, -20.792,2.1469,10.4110021751914,58.0095365419072,5.743,0.471451,1.25046,133.75,6.2694,manga-10001-12705,0.670458231618193,0.803945648207921,1.21519129110221,0.00905041884686792,-0.0975359379230177,0.00993038712624241,nan,nan,nan,nan,nan,nan,nan,nan
manga-10001-1901,0.0257497, -15.3117, -18.1493,2.8376,9.42463995388856,58.6156796369116,2.66277,0.333464,0.715437,91.9556,2.52991,manga-10001-1901,0.953509638969442,1.31204464138469,1.526483255127,0.0168446603263017,0.0816671660848836,0.0184824593071867,8.61908241916038,0.0825861365786178,-0.125160258513053,0.0505833541376982,nan,nan,nan,nan
manga-10001-1902,0.0253909, -17.3663, -20.5712,3.2049,10.4598923627829,33.1815041214466,3.54894,0.733502,4.9523,149.901,4.72003,manga-10001-1902,0.890598671204071,0.914726297078172,1.83118243461933,0.0186904242076728,-0.0872198845163164,0.0205076860061692,nan,,nan,,nan,,nan,
manga-10001-3701,0.0394191, -16.7543, -19.838,3.0837,10.1341580043381,25.0007017505185,1.64323,0.671381,5.9563,149.576,0.887253,manga-10001-3701,0.95895258450865,1.32835881388216,1.78069816438608,0.0175558627520156,-0.114290937714417,0.0192628116347374,nan,,nan,,nan,,nan,
manga-10001-3702,0.0256063, -17.9689, -19.8832,1.9143,10.1337555024142,18.5582136238783,4.25309,0.896258,6.0,129.743,4.30119,manga-10001-3702,0.789351444780164,0.764908381790195,1.43853369747451,0.0321402707414537,0.326219171542687,0.0352652552555986,nan,nan,nan,nan,nan,nan,nan,nan
manga-10001-3703,0.0405528, -16.8117, -19.4142,2.6025,9.8711252680003,53.0129739926998,2.63385,0.378285,1.86687,169.537,2.63431,manga-10001-3703,0.284329155010343,1.89902872523297,1.26971155936215,0.0101458155820406,-0.0805186466832639,0.011132288808489,nan,nan,nan,nan,8.33366322448521,0.0369982329274828,-0.105220723598231,0.0388782565101431
