Name , OIII/Hb , NII/Ha , SII/Ha , OIII/OII , OIII/NII , OIII/SII , NII/SII , NII/OII , NII/SII;OIII/SII[log q] , NII/SII;OIII/SII[log z] , NII/SII;OIII/Hb[log q] , NII/SII;OIII/Hb[log z] , NII/SII;OIII/OII[log q] , NII/SII;OIII/OII[log z] , NII/OII;OIII/SII[log q] , NII/OII;OIII/SII[log z] , NII/OII;OIII/Hb[log q] , NII/OII;OIII/Hb[log z] , NII/OII;OIII/OII[log q] , NII/OII;OIII/OII[log z] , NII/Ha;OIII/Hb[log q] , NII/Ha;OIII/Hb[log z] , NII/Ha;OIII/OII[log q] , NII/Ha;OIII/OII[log z] , <q> , d[q] , <z> , d[z] , 
ID-4-38 , 0.34835 , -0.33101 , -0.11544 , -0.33928 , 1.02535 , 0.3158 , -0.21547 , -0.87055 , 7.1205 , 8.65063 , 7.24983 , 8.61468 , 7.21369 , 8.62451 , 7.21862 , 8.74812 , nan , nan , 7.31437 , 8.75133 , nan , nan , nan , nan , 7.2234 , 0.07014 , 8.67785 , 0.06692 , 
ID-4-39 , 0.34987 , -0.28429 , -0.07148 , -0.35451 , 1.02237 , 0.31164 , -0.2127 , -0.87886 , 7.1212 , 8.65438 , 7.25744 , 8.61741 , 7.20469 , 8.63057 , 7.2094 , 8.74245 , nan , nan , 7.2924 , 8.745 , nan , nan , nan , nan , 7.21703 , 0.06463 , 8.67796 , 0.06148 , 
ID-4-40 , 0.36787 , -0.25788 , -0.08458 , 1.48826 , 1.01396 , 0.28634 , -0.1732 , 1.02873 , 7.15148 , 8.70107 , 7.34368 , 8.65713 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.24758 , 0.13591 , 8.6791 , 0.03107 , 
ID-5-30 , 0.16956 , -0.58 , -0.37288 , -0.15278 , 0.74955 , 0.09088 , -0.20702 , -0.45068 , 7.01378 , 8.70023 , 7.08316 , 8.67682 , 7.39556 , 8.60529 , 7.41792 , 9.0039 , nan , nan , nan , nan , nan , nan , nan , nan , 7.22761 , 0.20898 , 8.74656 , 0.17625 , 
ID-5-31 , 0.35165 , -0.20116 , 0.00096 , -0.57498 , 0.9551 , 0.2539 , -0.20202 , -1.03091 , 7.1021 , 8.67596 , 7.2791 , 8.62873 , 7.05607 , 8.69146 , 7.04949 , 8.62266 , 7.26258 , 8.63902 , 7.01136 , 8.61987 , nan , nan , nan , nan , 7.12679 , 0.11537 , 8.64628 , 0.03013 , 
ID-5-32 , 0.31353 , -0.17151 , 0.02884 , -0.6959 , 0.91061 , 0.30656 , -0.20025 , -1.20271 , 7.13142 , 8.66892 , 7.22819 , 8.64147 , 6.97981 , 8.72955 , 6.96669 , 8.48012 , 7.07768 , 8.49191 , 6.84374 , 8.46891 , nan , nan , nan , nan , 7.03792 , 0.13615 , 8.58015 , 0.11325 , 
ID-5-33 , 0.34899 , -0.39876 , -0.17201 , -0.60969 , 0.99677 , 0.22803 , -0.22666 , -1.06438 , 7.06312 , 8.65352 , 7.24156 , 8.60173 , 7.01173 , 8.67159 , 7.00478 , 8.59293 , 7.22324 , 8.61084 , 6.97079 , 8.58976 , nan , nan , nan , nan , 7.08587 , 0.11742 , 8.62006 , 0.03421 , 
ID-5-34 , 0.31007 , -0.43168 , -0.17202 , -0.48428 , 0.99076 , 0.26292 , -0.25956 , -1.00675 , 7.04732 , 8.61089 , 7.17762 , 8.57437 , 7.0726 , 8.60264 , 7.07573 , 8.64365 , 7.22071 , 8.65512 , 7.10287 , 8.64552 , nan , nan , nan , nan , 7.11614 , 0.06805 , 8.62203 , 0.03126 , 
ID-5-35 , 0.31798 , -0.44394 , -0.21684 , -0.40074 , 1.01091 , 0.31049 , -0.227 , -0.93823 , 7.10581 , 8.63876 , 7.2112 , 8.60967 , 7.15951 , 8.623 , 7.16408 , 8.70184 , 7.31286 , 8.70863 , 7.21331 , 8.70383 , nan , nan , nan , nan , 7.19446 , 0.07022 , 8.66429 , 0.04534 , 
ID-5-36 , 0.31912 , -0.35042 , -0.13207 , -0.39429 , 1.00102 , 0.30886 , -0.21825 , -0.92139 , 7.11401 , 8.64873 , 7.21927 , 8.61937 , 7.17118 , 8.63191 , 7.17568 , 8.71354 , 7.34 , 8.72065 , 7.22763 , 8.71515 , nan , nan , nan , nan , 7.20796 , 0.07638 , 8.67489 , 0.04652 , 
ID-5-37 , 0.32021 , -0.3436 , -0.11795 , -0.35095 , 0.99528 , 0.29752 , -0.22555 , -0.87401 , 7.10055 , 8.64259 , 7.21452 , 8.61072 , 7.19729 , 8.61489 , 7.20279 , 8.74501 , 7.42129 , 8.75486 , 7.2992 , 8.74837 , nan , nan , nan , nan , 7.23927 , 0.10925 , 8.68607 , 0.07032 , 
ID-5-38 , 0.31893 , -0.31055 , -0.09505 , -0.35107 , 0.98727 , 0.31276 , -0.2154 , -0.87923 , 7.11899 , 8.65122 , 7.22136 , 8.62268 , 7.20511 , 8.62677 , 7.20994 , 8.74226 , 7.40915 , 8.75093 , 7.29605 , 8.74496 , nan , nan , nan , nan , 7.24343 , 0.09879 , 8.6898 , 0.06245 , 
ID-5-39 , 0.31971 , -0.26263 , -0.0808 , -0.38792 , 0.97055 , 0.29382 , -0.18174 , -0.86348 , 7.14456 , 8.69095 , 7.2489 , 8.66072 , 7.20487 , 8.67269 , 7.20789 , 8.752 , 7.4381 , 8.76249 , 7.26236 , 8.75318 , nan , nan , nan , nan , 7.25111 , 0.10046 , 8.71534 , 0.0456 , 
ID-5-40 , 0.335 , -0.2562 , -0.10086 , -0.4295 , 0.97941 , 0.34926 , -0.15524 , -0.93401 , 7.20457 , 8.71037 , 7.30931 , 8.68618 , 7.19616 , 8.71328 , 7.1955 , 8.70636 , 7.35563 , 8.71323 , 7.18863 , 8.70522 , nan , nan , nan , nan , 7.24164 , 0.07205 , 8.70577 , 0.01018 , 
ID-5-41 , 0.38067 , -0.29933 , -0.16484 , -0.24701 , 1.01972 , 0.43219 , -0.1344 , -0.81361 , 7.27342 , 8.72068 , 7.42231 , 8.69546 , 7.37396 , 8.70225 , 7.37518 , 8.79207 , nan , nan , 7.45539 , 8.79481 , nan , nan , nan , nan , 7.38005 , 0.06872 , 8.74105 , 0.04871 , 
ID-5-42 , 0.38486 , -0.30937 , -0.16862 , 2.0978 , 1.04039 , 0.42392 , -0.14065 , 1.53322 , 7.26028 , 8.71527 , 7.41033 , 8.68939 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.33531 , 0.1061 , 8.70233 , 0.0183 , 
ID-5-43 , 0.41014 , -0.30278 , -0.15425 , 1.94842 , 1.05909 , 0.42248 , -0.14843 , 1.3775 , 7.24889 , 8.70707 , 7.44351 , 8.67451 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.3462 , 0.13762 , 8.69079 , 0.02302 , 
ID-6-28 , 0.39949 , 0.00424 , 0.05813 , -0.65968 , 1.04048 , 0.49956 , -0.05379 , -1.21303 , 7.44797 , 8.79338 , 7.73898 , 8.74817 , 7.11841 , 8.89977 , 7.09175 , 8.4819 , 7.18565 , 8.49117 , 6.86773 , 8.46281 , nan , nan , nan , nan , 7.24175 , 0.30676 , 8.6462 , 0.19027 , 
ID-6-29 , 0.39902 , -0.31536 , -0.20727 , -0.18684 , 1.11668 , 0.70276 , -0.108 , -0.9976 , 7.51647 , 8.71529 , 7.51801 , 8.71389 , 7.45786 , 8.72396 , 7.45839 , 8.67389 , 7.40556 , 8.67176 , 7.41239 , 8.67131 , nan , nan , nan , nan , 7.46145 , 0.04854 , 8.69501 , 0.02511 , 
ID-6-30 , 0.3023 , -0.22726 , -0.06221 , -0.4136 , 0.93374 , 0.29387 , -0.16496 , -0.87243 , 7.16538 , 8.70854 , 7.24537 , 8.68462 , 7.19978 , 8.69733 , 7.20133 , 8.74591 , 7.38306 , 8.75411 , 7.23315 , 8.746 , nan , nan , nan , nan , 7.23801 , 0.07642 , 8.72275 , 0.02954 , 
ID-6-31 , 0.33088 , -0.20601 , -0.06218 , -0.52924 , 0.94106 , 0.28289 , -0.14373 , -0.95587 , 7.1863 , 8.73326 , 7.33157 , 8.69817 , 7.13502 , 8.75265 , 7.13049 , 8.68794 , 7.3159 , 8.69745 , 7.08829 , 8.68544 , nan , nan , nan , nan , 7.19793 , 0.10241 , 8.70915 , 0.02736 , 
ID-6-32 , 0.3509 , -0.21355 , -0.00703 , -0.60987 , 0.99641 , 0.34032 , -0.20643 , -1.15662 , 7.14266 , 8.65654 , 7.27013 , 8.62412 , 7.02815 , 8.69568 , 7.01347 , 8.52068 , 7.15641 , 8.53406 , 6.93014 , 8.51292 , nan , nan , nan , nan , 7.09016 , 0.12237 , 8.59067 , 0.07827 , 
ID-6-33 , 0.28749 , -0.33643 , -0.12125 , -0.54436 , 0.92998 , 0.22541 , -0.21509 , -0.98486 , 7.07371 , 8.6667 , 7.19111 , 8.632 , 7.06691 , 8.66876 , 7.066 , 8.66053 , 7.21005 , 8.67089 , 7.06086 , 8.66025 , nan , nan , nan , nan , 7.11144 , 0.06943 , 8.65985 , 0.01431 , 
ID-6-34 , 0.23306 , -0.42322 , -0.16112 , -0.52968 , 0.90527 , 0.18785 , -0.26201 , -0.97954 , 7.0056 , 8.62201 , 7.10098 , 8.59365 , 7.03816 , 8.61044 , 7.04304 , 8.66332 , 7.14379 , 8.6703 , 7.07639 , 8.66557 , nan , nan , nan , nan , 7.06799 , 0.04962 , 8.63755 , 0.03294 , 
ID-6-35 , 0.26198 , -0.47125 , -0.22092 , -0.46743 , 0.95184 , 0.23682 , -0.25023 , -0.95448 , 7.04334 , 8.62591 , 7.1384 , 8.59885 , 7.09242 , 8.60987 , 7.09818 , 8.68698 , 7.2037 , 8.69265 , 7.14409 , 8.69009 , nan , nan , nan , nan , 7.12002 , 0.05484 , 8.65073 , 0.04381 , 
ID-6-36 , 0.27579 , -0.45652 , -0.22599 , -0.39407 , 0.95092 , 0.25364 , -0.23043 , -0.87815 , 7.07259 , 8.6448 , 7.16756 , 8.61775 , 7.16165 , 8.61762 , 7.16819 , 8.74063 , 7.31407 , 8.7474 , 7.24886 , 8.74333 , nan , nan , nan , nan , 7.18882 , 0.08297 , 8.68526 , 0.06491 , 
ID-6-37 , 0.28998 , -0.38136 , -0.1493 , -0.37359 , 0.95345 , 0.25162 , -0.23196 , -0.85717 , 7.06995 , 8.64346 , 7.1801 , 8.61189 , 7.17553 , 8.61173 , 7.18224 , 8.75642 , 7.38213 , 8.7639 , 7.28294 , 8.75806 , nan , nan , nan , nan , 7.21215 , 0.10713 , 8.69091 , 0.07602 , 
ID-6-38 , 0.28746 , -0.34494 , -0.1296 , -0.37096 , 0.94342 , 0.25693 , -0.21525 , -0.84314 , 7.09 , 8.66097 , 7.19096 , 8.63182 , 7.1906 , 8.63078 , 7.19633 , 8.76923 , 7.40209 , 8.77386 , 7.29418 , 8.76733 , nan , nan , nan , nan , 7.22736 , 0.10724 , 8.70566 , 0.07149 , 
ID-6-39 , 0.31629 , -0.31959 , -0.14516 , -0.32087 , 0.95806 , 0.2976 , -0.17433 , -0.79281 , 7.15559 , 8.69805 , 7.25313 , 8.67004 , 7.26257 , 8.66874 , 7.26854 , 8.80634 , nan , nan , 7.38086 , 8.80332 , nan , nan , nan , nan , 7.26414 , 0.07992 , 8.7293 , 0.06994 , 
ID-6-40 , 0.33348 , -0.34012 , -0.19988 , -0.31345 , 0.96702 , 0.35357 , -0.14014 , -0.80716 , 7.22539 , 8.72614 , 7.34496 , 8.70065 , 7.30419 , 8.70762 , 7.30777 , 8.7945 , nan , nan , 7.38102 , 8.79449 , nan , nan , nan , nan , 7.31267 , 0.05794 , 8.74468 , 0.04642 , 
ID-6-41 , 0.36406 , -0.33798 , -0.19968 , -0.26858 , 0.99546 , 0.37629 , -0.1382 , -0.78307 , 7.23893 , 8.72483 , 7.39012 , 8.69566 , 7.34937 , 8.7015 , 7.35226 , 8.81743 , nan , nan , 7.44797 , 8.81363 , nan , nan , nan , nan , 7.35573 , 0.07646 , 8.75061 , 0.06028 , 
ID-6-42 , 0.38211 , -0.31639 , -0.19255 , -0.21422 , 1.01752 , 0.4109 , -0.12374 , -0.74886 , 7.2765 , 8.73506 , 7.45386 , 8.70408 , 7.41611 , 8.70948 , 7.41762 , 8.84539 , nan , nan , 7.54133 , 8.84018 , nan , nan , nan , nan , 7.42108 , 0.09549 , 8.76684 , 0.07033 , 
ID-6-43 , 0.4063 , -0.30852 , -0.16271 , -0.21101 , 1.05454 , 0.42198 , -0.14571 , -0.7787 , 7.25224 , 8.7101 , 7.44023 , 8.67836 , 7.39788 , 8.68383 , 7.39924 , 8.81668 , nan , nan , 7.52064 , 8.82047 , nan , nan , nan , nan , 7.40205 , 0.09746 , 8.74189 , 0.07104 , 
ID-6-44 , 0.40678 , -0.41196 , -0.2649 , 1.56789 , 1.05548 , 0.41414 , -0.14695 , 1.00679 , 7.24663 , 8.70986 , 7.43958 , 8.6769 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.3431 , 0.13643 , 8.69338 , 0.0233 , 
ID-7-26 , 0.48987 , 0.55239 , 0.61018 , -0.24084 , 1.15624 , 0.58417 , -0.05769 , -0.88271 , 7.50521 , 8.7792 , 8.22657 , 8.73385 , 7.45516 , 8.78958 , 7.45367 , 8.75437 , nan , nan , 7.42122 , 8.749 , nan , nan , nan , nan , 7.61237 , 0.34466 , 8.7612 , 0.02276 , 
ID-7-27 , 0.54526 , 0.5377 , 0.60614 , -1.09123 , 1.22632 , 0.54688 , -0.06834 , -1.70645 , 7.46065 , 8.77281 , nan , nan , nan , nan , 6.84141 , 7.83812 , nan , nan , nan , nan , nan , nan , nan , nan , 7.15103 , 0.43786 , 8.30546 , 0.66093 , 
ID-7-28 , 0.48049 , 0.18633 , 0.2539 , -0.76292 , 1.16091 , 0.59579 , -0.06747 , -1.42618 , 7.49835 , 8.76802 , 8.01109 , 8.72885 , 7.0395 , 8.91643 , 7.01059 , 8.27624 , 7.23261 , 8.29816 , 6.70141 , 8.22985 , nan , nan , nan , nan , 7.24892 , 0.4569 , 8.53626 , 0.30117 , 
ID-7-29 , 0.4946 , -0.24653 , -0.0736 , -0.25105 , 1.15522 , 0.37962 , -0.17283 , -0.80351 , 7.1979 , 8.68705 , 7.61641 , 8.63053 , 7.33198 , 8.65893 , 7.3356 , 8.79724 , nan , nan , 7.45667 , 8.80127 , nan , nan , nan , nan , 7.38771 , 0.15725 , 8.715 , 0.07948 , 
ID-7-30 , 0.39768 , -0.20018 , -0.09227 , -0.30633 , 1.00204 , 0.41855 , -0.10782 , -0.8327 , 7.30428 , 8.75026 , 7.51535 , 8.71433 , 7.34334 , 8.74469 , 7.34383 , 8.77847 , nan , nan , 7.37428 , 8.77829 , nan , nan , nan , nan , 7.37622 , 0.08165 , 8.75321 , 0.02674 , 
ID-7-31 , 0.40442 , -0.24822 , -0.08819 , -0.3909 , 1.05493 , 0.38324 , -0.15994 , -0.93407 , 7.2154 , 8.70016 , 7.42052 , 8.66311 , 7.21998 , 8.69874 , 7.22023 , 8.70769 , nan , nan , 7.2246 , 8.70702 , nan , nan , nan , nan , 7.26015 , 0.08971 , 8.69534 , 0.01846 , 
ID-7-32 , 0.38489 , -0.2781 , -0.10873 , -0.41049 , 1.01733 , 0.32878 , -0.16928 , -0.90855 , 7.17714 , 8.69842 , 7.37684 , 8.65729 , 7.19859 , 8.69121 , 7.19979 , 8.7232 , nan , nan , 7.21867 , 8.72273 , nan , nan , nan , nan , 7.23421 , 0.08108 , 8.69857 , 0.02715 , 
ID-7-33 , 0.33066 , -0.33502 , -0.11399 , -0.42319 , 0.97175 , 0.27981 , -0.22093 , -0.92393 , 7.09607 , 8.65074 , 7.22834 , 8.61314 , 7.14813 , 8.63474 , 7.15271 , 8.71062 , 7.3614 , 8.71996 , 7.19936 , 8.71209 , nan , nan , nan , nan , 7.19767 , 0.09225 , 8.67355 , 0.04624 , 
ID-7-34 , 0.27175 , -0.45699 , -0.19256 , -0.42668 , 0.95689 , 0.22715 , -0.26433 , -0.91815 , 7.02372 , 8.61219 , 7.13666 , 8.57963 , 7.11069 , 8.58425 , 7.11904 , 8.71255 , 7.24454 , 8.71866 , 7.19893 , 8.71569 , nan , nan , nan , nan , 7.13893 , 0.07646 , 8.65383 , 0.06864 , 
ID-7-35 , 0.26128 , -0.4609 , -0.19948 , -0.43933 , 0.93923 , 0.21573 , -0.26132 , -0.91638 , 7.02086 , 8.61761 , 7.1289 , 8.58615 , 7.1038 , 8.59055 , 7.11216 , 8.71332 , 7.22644 , 8.71901 , 7.18809 , 8.71623 , nan , nan , nan , nan , 7.13004 , 0.07154 , 8.65715 , 0.06559 , 
ID-7-36 , 0.24398 , -0.45738 , -0.18292 , -0.4133 , 0.91485 , 0.18181 , -0.27437 , -0.86948 , 6.99179 , 8.60932 , 7.10173 , 8.576 , 7.11262 , 8.56943 , 7.1232 , 8.74632 , 7.25861 , 8.75065 , 7.23485 , 8.74793 , nan , nan , nan , nan , 7.13713 , 0.09745 , 8.66661 , 0.09052 , 
ID-7-37 , 0.25793 , -0.43501 , -0.18882 , -0.36995 , 0.91129 , 0.19836 , -0.24609 , -0.8144 , 7.02754 , 8.63752 , 7.13777 , 8.60484 , 7.16718 , 8.59434 , 7.17577 , 8.78613 , 7.3879 , 8.79165 , 7.31208 , 8.78601 , nan , nan , nan , nan , 7.20137 , 0.12895 , 8.70008 , 0.0973 , 
ID-7-38 , 0.28059 , -0.38669 , -0.17736 , -0.32878 , 0.91617 , 0.23864 , -0.20924 , -0.77666 , 7.08667 , 8.67076 , 7.18908 , 8.6407 , 7.22618 , 8.62989 , 7.2337 , 8.81442 , nan , nan , 7.38122 , 8.81325 , nan , nan , nan , nan , 7.22337 , 0.10594 , 8.7138 , 0.09254 , 
ID-7-39 , 0.30144 , -0.41016 , -0.23294 , -0.31162 , 0.92676 , 0.28004 , -0.17713 , -0.76878 , 7.14352 , 8.69799 , 7.23486 , 8.67115 , 7.26867 , 8.66394 , 7.27586 , 8.82216 , nan , nan , 7.40578 , 8.81965 , nan , nan , nan , nan , 7.26574 , 0.09436 , 8.73498 , 0.07947 , 
ID-7-40 , 0.32368 , -0.40053 , -0.24992 , -0.28837 , 0.94386 , 0.32354 , -0.15051 , -0.76242 , 7.19782 , 8.71949 , 7.30332 , 8.69391 , 7.31805 , 8.69025 , 7.32334 , 8.829 , nan , nan , 7.4368 , 8.82567 , nan , nan , nan , nan , 7.31587 , 0.08482 , 8.75166 , 0.07 , 
ID-7-41 , 0.34313 , -0.37949 , -0.23752 , -0.24418 , 0.96933 , 0.36627 , -0.14187 , -0.75232 , 7.22947 , 8.72237 , 7.35269 , 8.69704 , 7.36938 , 8.69292 , 7.37264 , 8.83883 , nan , nan , 7.49762 , 8.83573 , nan , nan , nan , nan , 7.36436 , 0.09511 , 8.75738 , 0.07382 , 
ID-7-42 , 0.37598 , -0.40775 , -0.27468 , -0.2345 , 1.00525 , 0.40287 , -0.13297 , -0.77034 , 7.2594 , 8.72657 , 7.4202 , 8.69759 , 7.38748 , 8.70186 , 7.38936 , 8.82712 , nan , nan , 7.49839 , 8.82445 , nan , nan , nan , nan , 7.39096 , 0.0862 , 8.75552 , 0.0651 , 
ID-7-43 , 0.36411 , -0.40332 , -0.2817 , -0.25966 , 0.99963 , 0.40196 , -0.12152 , -0.78314 , 7.27469 , 8.73874 , 7.43665 , 8.70955 , 7.37443 , 8.71967 , 7.37614 , 8.81321 , nan , nan , 7.45869 , 8.81422 , nan , nan , nan , nan , 7.38412 , 0.07151 , 8.75908 , 0.05096 , 
ID-7-44 , 0.35512 , -0.40259 , -0.26202 , -0.3021 , 0.98991 , 0.41006 , -0.14047 , -0.85263 , 7.25297 , 8.71748 , 7.37217 , 8.69563 , 7.31478 , 8.705 , 7.31648 , 8.76474 , nan , nan , 7.36751 , 8.76547 , nan , nan , nan , nan , 7.32478 , 0.04847 , 8.72966 , 0.03327 , 
ID-7-45 , 0.27159 , -0.43604 , -0.26387 , -0.63271 , 0.91199 , 0.20893 , -0.17208 , -1.01372 , 7.11494 , 8.7153 , 7.20992 , 8.68561 , 7.04021 , 8.74664 , 7.0307 , 8.63514 , 7.16344 , 8.64589 , 6.97478 , 8.63079 , nan , nan , nan , nan , 7.089 , 0.08906 , 8.67656 , 0.04742 , 
ID-7-46 , 0.30822 , -0.39746 , -0.25979 , 1.99419 , 0.91005 , 0.23887 , -0.13757 , 1.61776 , 7.17236 , 8.74707 , 7.31928 , 8.7087 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.24582 , 0.10389 , 8.72788 , 0.02713 , 
ID-8-26 , 0.5896 , 0.05589 , 0.09034 , -0.66763 , 1.21696 , 0.33706 , -0.03436 , -1.03905 , 7.35952 , 8.83612 , nan , nan , 7.12908 , 8.92466 , 7.10419 , 8.61979 , nan , nan , 6.9367 , 8.60741 , nan , nan , nan , nan , 7.13238 , 0.17387 , 8.747 , 0.1583 , 
ID-8-27 , 0.51909 , 0.28115 , 0.34251 , -0.95486 , 1.19296 , 0.44574 , -0.06126 , -1.46186 , 7.39642 , 8.79334 , nan , nan , 6.93607 , 8.98986 , 6.89982 , 8.22242 , 7.30162 , 8.26349 , 6.56066 , 8.16404 , nan , nan , nan , nan , 7.01892 , 0.33671 , 8.48663 , 0.37781 , 
ID-8-28 , 0.48373 , 0.05588 , 0.20174 , -0.66953 , 1.15587 , 0.42749 , -0.14576 , -1.24278 , 7.25518 , 8.70926 , 7.63349 , 8.66274 , 7.0363 , 8.79123 , 7.01268 , 8.45297 , 7.30557 , 8.47387 , 6.84685 , 8.43751 , nan , nan , nan , nan , 7.18168 , 0.2781 , 8.58793 , 0.15199 , 
ID-8-29 , 0.4341 , -0.23599 , -0.05248 , -0.33257 , 1.08418 , 0.42464 , -0.18341 , -0.94061 , 7.21047 , 8.66863 , 7.44313 , 8.63006 , 7.24354 , 8.66043 , 7.2456 , 8.70477 , nan , nan , 7.28136 , 8.70561 , nan , nan , nan , nan , 7.28482 , 0.09199 , 8.6739 , 0.03198 , 
