 #  (1) , NAME
 #  (2) , AGN type, broad=1
 #  (3) , Nsigma detection of broad line
 #  (4) , background stddev
 #  (5) , wavelenght
 #  (6) , error_wavelenght
 #  (7) , flux
 #  (8) , error_flux
 #  (9) , dispersion in AA
 # (10) , error_dispersion
 # (11) , velocity in km/s
 # (12) , error_velocity
manga-10001-12701,0,0.086735313944253,0.175726761936243,eline,6562.68,0,3.62498862553789,279.323240321484,94.8816754387329,19.3583893192572,11908.0342872094,17.6531977854661,0,0,0,0,0,0,0,0,0,0,
manga-10001-12702,0,0.0375255730950392,0.0236169696600481,eline,6562.68,0,0.264035830979296,285.907891436831,118.855947796711,2.67914971096209,12251.5734582967,15.8113883008419,0,0,0,0,0,0,0,0,0,0,
manga-10001-12703,0,-0.0105083272199721,0.0616890549769455,eline,6562.68,0,-0.1,17.7040760252669,61.5414681793616,15.2791991270269,14030.1585867476,15.8113883008419,0,0,0,0,0,0,0,0,0,0,
manga-10001-12704,0,0.0886837125453817,0.182241553964312,eline,6562.68,0,3.49533866918175,108.805632331392,86.2794849957509,18.4933294133622,4354.25630075093,17.6531977854661,0,0,0,0,0,0,0,0,0,0,
manga-10001-12705,0,-0.016687443553961,0.102120055888776,eline,6562.68,0,-0.1,83.5412393343905,23.410393004938,18.0795572873847,13969.0654577168,16.6666666666667,0,0,0,0,0,0,0,0,0,0,
manga-10001-1901,0,-0.0316498092939142,0.0910797930917013,eline,6562.68,0,-0.1,10.6262974608215,13.8393733359999,12.1411645294786,7699.09012988177,5.2704627669473,0,0,0,0,0,0,0,0,0,0,
manga-10001-1902,0,-0.00486825854881104,0.0700730497149936,eline,6562.68,0,-0.1,1824.73296473328,116.94587391528,9.16237825416009,7652.26028017427,13.6613302589625,0,0,0,0,0,0,0,0,0,0,
manga-10001-3701,0,0.0270278858952542,0.0379782366957959,eline,6562.68,0,0.12987892319983,262.66350639941,50.4779098538162,0,12005.6738118907,0,0,0,0,0,0,0,0,0,0,0,
manga-10001-3702,0,-0.00200033529889503,1.37296831241675,eline,6562.68,0,-0.1,464.810565733288,14.5260068706923,14.3124904169588,7797.85628076717,15.8113883008419,0,0,0,0,0,0,0,0,0,0,
manga-10001-3703,0,-0.009835781103269,0.0945532854689801,eline,6562.68,0,-0.1,134.46206332005,42.8967193125844,16.4855641993911,12315.6325781916,1.67038276195265,0,0,0,0,0,0,0,0,0,0,
manga-10001-3704,0,-0.00552283393194465,0.0623362030091982,eline,6562.68,0,-0.1,1617.81651919241,115.879664287421,13.0296455762833,9215.35326323381,1.91738318497202e-12,0,0,0,0,0,0,0,0,0,0,
manga-10001-6101,0,0.698249695808295,0.022334659740595,eline,6562.68,0,3.0475729431097,16.6349820062467,77.960312532765,3.97089624979935,35882.1046434671,7.66953273988809e-12,0,0,0,0,0,0,0,0,0,0,
manga-10001-6102,0,-0.0018599138567194,0.178745650195339,eline,6562.68,0,-0.1,1034.51295802429,120,0,7778.55929625911,9.58691592486011e-13,0,0,0,0,0,0,0,0,0,0,
manga-10001-6103,0,-0.00476272650866492,0.0824044915878523,eline,6562.68,0,-0.1,922.828252264429,101.648981196386,17.3925271309261,12174.5021350559,1.91738318497202e-12,0,0,0,0,0,0,0,0,0,0,
