0,0.075,0.325116756597556,0.219950988825465,0.210931303330731
1,0.225,0.568000389631385,0.286615431380727,0.631206678000155
2,0.375,0.697284700390787,0.278378160149846,0.722605304888791
3,0.525,0.759141053306022,0.27542033759865,0.751146088348741
4,0.675,0.797907586523857,0.261355505628478,0.766864470918398
5,0.825,0.83218801016355,0.25216930016522,0.77471674310171
6,0.975,0.872863270931256,0.25105811082371,0.792622945588149
7,1.125,0.914379865704744,0.247628792543605,0.807025479668999
8,1.275,0.952472186741164,0.239033985704582,0.815198800346982
9,1.425,0.967682207291485,0.24586846537889,0.823802899942273
10,1.575,0.970723399359203,0.285735825096874,0.815198800346982
11,1.725,0.972821320053253,0.323846280345765,0.806844829215763
12,1.875,0.972865378176293,0.348555924415341,0.789228042119956
13,2.025,0.973028352855653,0.359697482985169,0.783271391950101
14,2.175,0.973663399269172,0.373211986668338,0.768579807866493
15,2.325,0.974114733247737,0.384837147031505,0.753084437107576
16,2.475,0.974273309845736,0.395545395786397,0.730197512753256
17,2.625,0.974298631704991,0.403069876773041,0.613757915727541
18,2.775,0.974298631704989,0.406860556506239,0.518812104029637
19,2.925,0.97429863170499,0.408482613184405,0.445311065379504
20,3.075,0.974298631704989,0.409074719586901,0.373807455907271
21,3.225,0.97429863170499,0.409079214137218,0.282305557933485
22,3.375,0.974298631704992,0.408727353880244,0.209507800680974
23,3.525,0.974298631704988,0.408180742639894,0.0833546812638481
