0,0.075,0.132724233951797,0.196918292376608,0.0241232008448694
1,0.225,0.245142856161646,0.215524583650334,0.193293455343557
2,0.375,0.393736911523703,0.263602356219671,0.408972053696302
3,0.525,0.551301920764268,0.293048808606679,0.51347059307851
4,0.675,0.68221016092518,0.290145089218291,0.708386274244551
5,0.825,0.798360959142713,0.28745260926775,0.797537177830204
6,0.975,0.879517963138294,0.273393500262576,0.819343716104077
7,1.125,0.919824874417949,0.261523363424498,0.825440053972173
8,1.275,0.956176532248527,0.254109333501481,0.859359922877516
9,1.425,0.985912866283792,0.268514425383173,0.865053921022724
10,1.575,0.689060782073153,0.291670242616415,0.863275174770431
11,1.725,0.700260667756131,0.315534447599405,0.849931150337586
12,1.875,0.709088959031206,0.32502219412164,0.851777346249278
13,2.025,0.714357912937455,0.331382363727056,0.859359922877516
14,2.175,0.716420778775322,0.343440566850491,0.848084954425894
15,2.325,0.71715522693818,0.358031138986699,0.842857281115517
16,2.475,0.718024624867118,0.384577911795355,0.819343716104077
17,2.625,0.718010003180408,0.409518792823996,0.807665276708389
18,2.775,0.718010003180408,0.425229716501548,0.772833477726074
19,2.925,0.718010003180409,0.433231817224977,0.727352641366427
20,3.075,0.718010003180408,0.436824319700425,0.461514574559678
21,3.225,0.718010003180408,0.437060807398466,0.249256612173652
22,3.375,0.719075229611751,0.435729766449034,0
23,3.525,0.723689352780742,0.434033312668106,0
